rownames,nr,year,school,exper,union,ethn,maried,health,wage,industry,occupation,residence,age,exper level,school level,wage level
3517,8991,1984,11,7,no,black,no,no,2.205794528,manufacturing,"craftsmen, foremen and kindred",south,24,intermediate,intermediate,high
3518,8991,1985,11,8,no,black,no,no,2.2077945287,manufacturing,operatives and kindred,south,25,intermediate,intermediate,high
3519,8991,1986,11,9,no,black,no,no,2.1877269656,manufacturing,operatives and kindred,south,26,advanced,intermediate,high
3520,8991,1987,11,10,yes,black,yes,no,2.0746530249,manufacturing,"craftsmen, foremen and kindred",south,27,advanced,intermediate,high
3521,8997,1980,14,2,yes,black,no,no,1.8126426801,transportation,laborers and farmers,south,22,beginner,high,medium
3522,8997,1981,14,3,yes,black,no,no,1.9676501357,transportation,"craftsmen, foremen and kindred",south,23,beginner,high,medium
3523,8997,1982,14,4,yes,black,no,no,2.0689398009,transportation,"craftsmen, foremen and kindred",south,24,intermediate,high,high
3524,8997,1983,14,5,yes,black,no,no,2.2109179045,transportation,"craftsmen, foremen and kindred",south,25,intermediate,high,high
3525,8997,1984,14,6,yes,black,no,no,2.3439448665,transportation,"craftsmen, foremen and kindred",south,26,intermediate,high,high
3526,8997,1985,14,7,yes,black,no,no,2.309577223,transportation,"craftsmen, foremen and kindred",south,27,intermediate,high,high
3527,8997,1986,14,8,yes,black,no,no,2.3818829801,transportation,"craftsmen, foremen and kindred",south,28,intermediate,high,high
3528,8997,1987,14,9,yes,black,no,no,2.2822923897,transportation,clerical and kindred,south,29,advanced,high,high
3529,9014,1980,12,4,no,black,no,no,1.8297105887,professional and related service,clerical and kindred,south,22,intermediate,intermediate,medium
3530,9014,1981,12,5,no,black,no,no,1.483992004,business and repair service,clerical and kindred,south,23,intermediate,intermediate,medium
3531,9014,1982,12,6,no,black,no,no,1.4603911445,professional and related service,clerical and kindred,south,24,intermediate,intermediate,medium
3532,9014,1983,12,7,yes,black,no,no,1.4124102083,professional and related service,clerical and kindred,south,25,intermediate,intermediate,medium
3533,9014,1984,12,8,no,black,no,no,1.0748134552,professional and related service,clerical and kindred,south,26,intermediate,intermediate,medium
3534,9014,1985,12,9,no,black,no,no,1.7201460344,professional and related service,clerical and kindred,south,27,advanced,intermediate,medium
3535,9014,1986,12,10,no,black,yes,no,2.1746548841,professional and related service,clerical and kindred,south,28,advanced,intermediate,high
3536,9014,1987,12,11,no,black,yes,no,1.8122887605,transportation,clerical and kindred,south,29,advanced,intermediate,medium
3537,9015,1980,9,7,no,black,no,no,1.399805498,trade,clerical and kindred,south,22,intermediate,low,medium
3538,9015,1981,9,8,no,black,no,no,1.3914065563,trade,laborers and farmers,south,23,intermediate,low,medium
3539,9015,1982,9,9,no,black,no,no,1.3801512176,trade,clerical and kindred,south,24,advanced,low,medium
3540,9015,1983,9,10,yes,black,yes,no,1.7338371048,trade,laborers and farmers,south,25,advanced,low,medium
3541,9015,1984,9,11,no,black,yes,no,1.556776997,trade,operatives and kindred,south,26,advanced,low,medium
3542,9015,1985,9,12,no,black,yes,no,1.7649228153,trade,clerical and kindred,south,27,advanced,low,medium
3543,9015,1986,9,13,no,black,yes,no,1.6730625656,trade,clerical and kindred,south,28,expert,low,medium
3544,9015,1987,9,14,yes,black,yes,no,1.3018556784,trade,clerical and kindred,south,29,expert,low,medium
3545,9027,1980,12,3,no,other,no,no,1.5793355686,trade,"managers, officials and proprietors",south,21,beginner,intermediate,medium
3546,9027,1981,12,4,no,other,no,no,1.6003130047,trade,"managers, officials and proprietors",south,22,intermediate,intermediate,medium
3547,9027,1982,12,5,no,other,no,no,2.4003150732,manufacturing,operatives and kindred,south,23,intermediate,intermediate,high
3548,9027,1983,12,6,yes,other,no,no,2.3611050951,manufacturing,operatives and kindred,south,24,intermediate,intermediate,high
3549,9027,1984,12,7,yes,other,no,no,2.2730773907,manufacturing,"craftsmen, foremen and kindred",south,25,intermediate,intermediate,high
3550,9027,1985,12,8,yes,other,no,yes,2.4433475357,manufacturing,operatives and kindred,south,26,intermediate,intermediate,high
3551,9027,1986,12,9,yes,other,no,yes,2.5034260807,manufacturing,operatives and kindred,south,27,advanced,intermediate,high
3552,9027,1987,12,10,yes,other,no,no,2.3093765237,manufacturing,operatives and kindred,south,28,advanced,intermediate,high
3553,9066,1980,11,1,yes,black,no,no,1.601883188,trade,service workers,south,18,beginner,intermediate,medium
3554,9066,1981,11,2,no,black,no,no,1.4293976015,entertainment,service workers,south,19,beginner,intermediate,medium
3555,9066,1982,11,3,no,black,no,no,-1.216737146,trade,service workers,south,20,beginner,intermediate,low
3556,9066,1983,11,4,no,black,no,no,1.1069627714,personal service,service workers,south,21,intermediate,intermediate,medium
3557,9066,1984,11,5,yes,black,no,no,1.2461907891,personal service,service workers,south,22,intermediate,intermediate,medium
3558,9066,1985,11,6,no,black,no,no,1.4158467634,personal service,service workers,south,23,intermediate,intermediate,medium
3559,9066,1986,11,7,no,black,no,no,1.6689331722,trade,service workers,south,24,intermediate,intermediate,medium
3560,9066,1987,11,8,yes,black,no,no,1.7275234939,trade,service workers,south,25,intermediate,intermediate,medium
3561,9082,1980,8,4,no,other,no,no,-0.073552461,agricultural,farm laborers and foreman,south,18,intermediate,low,low
3562,9082,1981,8,5,no,other,no,no,1.2930258912,construction,laborers and farmers,south,19,intermediate,low,medium
3563,9082,1982,8,6,no,other,no,no,1.6344138985,construction,laborers and farmers,south,20,intermediate,low,medium
3564,9082,1983,8,7,no,other,yes,no,1.6885256443,construction,laborers and farmers,south,21,intermediate,low,medium
3565,9082,1984,8,8,no,other,yes,no,1.6180078631,construction,laborers and farmers,south,22,intermediate,low,medium
3566,9082,1985,8,9,no,other,no,no,1.5146473481,construction,"craftsmen, foremen and kindred",south,23,advanced,low,medium
3567,9082,1986,8,10,no,other,yes,no,1.4685291079,construction,"craftsmen, foremen and kindred",south,24,advanced,low,medium
3568,9082,1987,8,11,no,other,yes,no,1.7069282448,construction,laborers and farmers,south,25,advanced,low,medium
3569,9131,1980,5,9,no,other,no,no,1.1068288092,construction,"craftsmen, foremen and kindred",south,20,advanced,very low,medium
3570,9131,1981,5,10,no,other,yes,no,1.0277461728,construction,"craftsmen, foremen and kindred",south,21,advanced,very low,medium
3571,9131,1982,5,11,no,other,yes,no,1.2625654012,construction,laborers and farmers,south,22,advanced,very low,medium
3572,9131,1983,5,12,no,other,yes,no,1.3999876883,construction,"craftsmen, foremen and kindred",south,23,advanced,very low,medium
3573,9131,1984,5,13,no,other,yes,no,1.5895699278,construction,"craftsmen, foremen and kindred",south,24,expert,very low,medium
3574,9131,1985,5,14,no,other,yes,no,1.4918326704,construction,"craftsmen, foremen and kindred",south,25,expert,very low,medium
3575,9131,1986,5,15,no,other,yes,no,1.3735148298,construction,laborers and farmers,south,26,expert,very low,medium
3576,9131,1987,5,16,no,other,yes,no,1.4594673859,construction,laborers and farmers,south,27,expert,very low,medium
3577,9132,1980,6,7,no,other,yes,no,1.2248560152,construction,"craftsmen, foremen and kindred",south,19,intermediate,low,medium
3578,9132,1981,6,8,no,other,yes,no,1.175223391,construction,"craftsmen, foremen and kindred",south,20,intermediate,low,medium
3579,9132,1982,6,9,no,other,yes,no,1.5966735705,construction,"craftsmen, foremen and kindred",south,21,advanced,low,medium
3580,9132,1983,6,10,no,other,yes,no,1.5129745516,construction,"craftsmen, foremen and kindred",south,22,advanced,low,medium
3581,9132,1984,6,11,no,other,yes,no,1.6180078631,manufacturing,"craftsmen, foremen and kindred",south,23,advanced,low,medium
3582,9132,1985,6,12,no,other,yes,no,1.5146473481,manufacturing,"craftsmen, foremen and kindred",south,24,advanced,low,medium
3583,9132,1986,6,13,no,other,yes,no,1.851254729,manufacturing,"craftsmen, foremen and kindred",south,25,expert,low,medium
3584,9132,1987,6,14,yes,other,yes,no,1.8610789246,manufacturing,"craftsmen, foremen and kindred",south,26,expert,low,medium
3585,9154,1980,15,2,yes,other,no,no,2.5638536617,transportation,service workers,south,23,beginner,high,high
3586,9154,1981,15,3,yes,other,no,no,2.5306333294,transportation,service workers,south,24,beginner,high,high
3587,9154,1982,15,4,yes,other,no,no,2.1707925967,transportation,service workers,south,25,intermediate,high,high
3588,9154,1983,15,5,yes,other,no,no,2.197422423,transportation,service workers,south,26,intermediate,high,high
3589,9154,1984,15,6,yes,other,no,no,2.4546367672,manufacturing,service workers,south,27,intermediate,high,high
3590,9154,1985,15,7,yes,other,no,no,2.0690240351,transportation,service workers,south,28,intermediate,high,high
3591,9154,1986,15,8,no,other,no,no,2.4286559494,transportation,service workers,south,29,intermediate,high,high
3592,9154,1987,15,9,yes,other,no,no,2.6020887033,transportation,service workers,south,30,advanced,high,high
3593,9158,1980,12,4,no,other,yes,no,1.5010656865,trade,operatives and kindred,south,22,intermediate,intermediate,medium
3594,9158,1981,12,5,no,other,yes,no,1.4036286788,trade,operatives and kindred,south,23,intermediate,intermediate,medium
3595,9158,1982,12,6,no,other,yes,no,1.0584817331,trade,"managers, officials and proprietors",south,24,intermediate,intermediate,medium
3596,9158,1983,12,7,no,other,yes,no,1.1469911738,trade,operatives and kindred,south,25,intermediate,intermediate,medium
3597,9158,1984,12,8,no,other,yes,no,1.1717207605,trade,operatives and kindred,south,26,intermediate,intermediate,medium
3598,9158,1985,12,9,no,other,yes,no,1.075348167,trade,operatives and kindred,south,27,advanced,intermediate,medium
3599,9158,1986,12,10,no,other,yes,no,1.0773254692,trade,operatives and kindred,south,28,advanced,intermediate,medium
3600,9158,1987,12,11,no,other,yes,no,1.0966687241,trade,operatives and kindred,south,29,advanced,intermediate,medium
3601,9184,1980,11,3,no,other,yes,no,1.3048987229,trade,operatives and kindred,south,20,beginner,intermediate,medium
3602,9184,1981,11,4,no,other,yes,no,1.2039728043,trade,operatives and kindred,south,21,intermediate,intermediate,medium
3603,9184,1982,11,5,no,other,yes,no,1.285038257,trade,operatives and kindred,south,22,intermediate,intermediate,medium
3604,9184,1983,11,6,no,other,no,no,1.1735163468,trade,operatives and kindred,south,23,intermediate,intermediate,medium
3605,9184,1984,11,7,no,other,yes,no,1.1145242478,trade,clerical and kindred,south,24,intermediate,intermediate,medium
3606,9184,1985,11,8,no,other,yes,no,1.1404347835,business and repair service,"craftsmen, foremen and kindred",south,25,intermediate,intermediate,medium
3607,9184,1986,11,9,no,other,yes,no,1.3713913309,transportation,operatives and kindred,south,26,advanced,intermediate,medium
3608,9184,1987,11,10,no,other,yes,no,2.094187831,manufacturing,sales workers,south,27,advanced,intermediate,high
3609,9230,1980,11,1,no,black,no,no,1.0901234213,trade,service workers,north east,18,beginner,intermediate,medium
3610,9230,1981,11,2,no,black,no,no,0.8966923738,trade,service workers,north east,19,beginner,intermediate,medium
3611,9230,1982,11,3,no,black,no,no,0.8024934064,entertainment,service workers,north east,20,beginner,intermediate,medium
3612,9230,1983,11,4,no,black,no,no,1.684382987,trade,service workers,north east,21,intermediate,intermediate,medium
3613,9230,1984,11,5,no,black,no,no,1.1646032927,manufacturing,clerical and kindred,north east,22,intermediate,intermediate,medium
3614,9230,1985,11,6,no,black,no,no,1.7295960191,trade,"managers, officials and proprietors",north east,23,intermediate,intermediate,medium
3615,9230,1986,11,7,yes,black,no,no,1.9465649088,public administration,service workers,north east,24,intermediate,intermediate,medium
3616,9230,1987,11,8,yes,black,no,no,2.0746530249,public administration,service workers,north east,25,intermediate,intermediate,high
3617,9265,1980,11,1,no,hisp,no,no,1.2357283734,trade,"managers, officials and proprietors",north east,18,beginner,intermediate,medium
3618,9265,1981,11,2,no,hisp,no,no,0.9976363713,trade,"managers, officials and proprietors",north east,19,beginner,intermediate,medium
3619,9265,1982,11,3,no,hisp,no,no,1.4504382996,manufacturing,"professional, technical and kindred",north east,20,beginner,intermediate,medium
3620,9265,1983,11,4,yes,hisp,no,no,1.494705451,manufacturing,"craftsmen, foremen and kindred",north east,21,intermediate,intermediate,medium
3621,9265,1984,11,5,no,hisp,no,no,1.94855364,manufacturing,"professional, technical and kindred",north east,22,intermediate,intermediate,medium
3622,9265,1985,11,6,no,hisp,no,no,1.8946696561,manufacturing,"professional, technical and kindred",north east,23,intermediate,intermediate,medium
3623,9265,1986,11,7,no,hisp,no,no,2.2561190561,trade,"professional, technical and kindred",north east,24,intermediate,intermediate,high
3624,9265,1987,11,8,no,hisp,no,no,2.2665440328,trade,"craftsmen, foremen and kindred",north east,25,intermediate,intermediate,high
3625,9367,1980,11,2,no,black,no,no,0.931694477,entertainment,"professional, technical and kindred",north east,19,beginner,intermediate,medium
3626,9367,1981,11,3,no,black,no,no,0.7915872534,professional and related service,service workers,north east,20,beginner,intermediate,medium
3627,9367,1982,11,4,no,black,no,no,1.3150705441,professional and related service,"managers, officials and proprietors",north east,21,intermediate,intermediate,medium
3628,9367,1983,11,5,no,black,no,no,1.4372118872,professional and related service,clerical and kindred,north east,22,intermediate,intermediate,medium
3629,9367,1984,11,6,no,black,no,no,1.4800928565,business and repair service,"managers, officials and proprietors",north east,23,intermediate,intermediate,medium
3630,9367,1985,11,7,no,black,no,no,1.6789503994,professional and related service,"managers, officials and proprietors",north east,24,intermediate,intermediate,medium
3631,9367,1986,11,8,no,black,no,no,1.6540866641,business and repair service,"professional, technical and kindred",north east,25,intermediate,intermediate,medium
3632,9367,1987,11,9,no,black,no,no,1.9205023451,business and repair service,"professional, technical and kindred",north east,26,advanced,intermediate,medium
3633,9390,1980,12,4,no,black,no,no,-0.887685475,business and repair service,"craftsmen, foremen and kindred",north east,22,intermediate,intermediate,low
3634,9390,1981,12,5,yes,black,no,no,1.9810765919,construction,laborers and farmers,north east,23,intermediate,intermediate,medium
3635,9390,1982,12,6,yes,black,no,no,1.96635098,construction,"craftsmen, foremen and kindred",north east,24,intermediate,intermediate,medium
